timestep_time;vehicle_CO;vehicle_CO2;vehicle_HC;vehicle_NOx;vehicle_PMx;vehicle_angle;vehicle_eclass;vehicle_electricity;vehicle_fuel;vehicle_id;vehicle_lane;vehicle_noise;vehicle_pos;vehicle_route;vehicle_speed;vehicle_type;vehicle_waiting;vehicle_x;vehicle_y
1799.00;164.78;2624.72;0.81;1.20;0.07;308.15;HBEFA3/PC_G_EU4;0.00;837.22;veh1780;301167584#0_3;55.94;19.31;!veh1780!var#1;0.00;veh_passenger;99.00;4160.41;2249.24
1799.00;164.78;2624.72;0.81;1.20;0.07;176.07;HBEFA3/PC_G_EU4;0.00;837.22;veh1781;6227654#1_0;55.94;50.17;!veh1781!var#1;0.00;veh_passenger;135.00;2430.64;2584.19
1799.00;164.78;2624.72;0.81;1.20;0.07;268.21;HBEFA3/PC_G_EU4;0.00;837.22;veh1782;346406096#2_1;55.94;65.45;!veh1782!var#1;0.00;veh_passenger;9.00;5637.83;2152.62
1799.00;164.78;2624.72;0.81;1.20;0.07;327.22;HBEFA3/PC_G_EU4;0.00;837.22;veh1783;188047750_2;55.94;5.45;!veh1783!var#1;0.00;veh_passenger;34.00;4360.74;1857.74
1799.00;0.00;0.00;0.00;0.00;0.00;50.72;HBEFA3/PC_G_EU4;0.00;0.00;veh1784;202156994#0_1;51.72;32.76;!veh1784!var#1;6.22;veh_passenger;0.00;3573.86;1781.52
1799.00;164.78;2624.72;0.81;1.20;0.07;281.03;HBEFA3/PC_G_EU4;0.00;837.22;veh1785;-1055107176#0_0;55.94;18.35;!veh1785!var#1;0.00;veh_passenger;79.00;5337.50;1667.65
1799.00;164.78;2624.72;0.81;1.20;0.07;201.67;HBEFA3/PC_G_EU4;0.00;837.22;veh1786;19047393_1;55.94;5.96;!veh1786!var#1;0.00;veh_passenger;38.00;5326.46;2215.12
1799.00;164.78;2624.72;0.81;1.20;0.07;141.79;HBEFA3/PC_G_EU4;0.00;837.22;veh1787;82654059#1_2;55.94;3.37;!veh1787!var#1;0.00;veh_passenger;14.00;3815.75;1588.29
1799.00;125.67;4744.20;0.68;2.06;0.10;359.12;HBEFA3/PC_G_EU4;0.00;1513.20;veh1788;30720544#1_1;66.29;0.81;!veh1788!var#1;5.36;veh_passenger;0.00;2470.89;2180.75
1799.00;137.47;3654.93;0.71;1.61;0.08;355.90;HBEFA3/PC_G_EU4;0.00;1165.79;veh1789;-1102154082#2_0;64.79;21.81;!veh1789!var#1;2.95;veh_passenger;0.00;1918.78;2136.52
1799.00;164.78;2624.72;0.81;1.20;0.07;195.88;HBEFA3/PC_G_EU4;0.00;837.22;veh1791;1055087870_1;55.94;75.47;!veh1791!var#1;0.00;veh_passenger;122.00;5980.06;1168.42
1799.00;0.00;2499.64;0.05;0.79;0.02;215.01;HBEFA3/PC_G_EU4;0.00;797.28;veh1792;4790801_1;64.45;102.31;!veh1792!var#1;13.53;veh_passenger;0.00;4480.49;2145.83
1799.00;164.78;2624.72;0.81;1.20;0.07;35.17;HBEFA3/PC_G_EU4;0.00;837.22;veh1793;:1986668243_0_3;55.94;0.19;!veh1793!var#1;0.00;veh_passenger;20.00;4369.50;1959.14
1799.00;154.93;2640.29;0.77;1.20;0.06;203.57;HBEFA3/PC_G_EU4;0.00;842.18;veh1794;1098856589_1;58.72;22.50;!veh1794!var#1;0.58;veh_passenger;0.00;4138.48;3091.11
1799.00;50.50;5360.88;0.36;2.10;0.09;347.53;HBEFA3/PC_G_EU4;0.00;1709.87;veh1795;196850607#2_0;67.23;18.28;!veh1795!var#1;14.90;veh_passenger;0.00;2548.38;1234.91
1799.00;13.64;2793.13;0.12;0.96;0.03;78.92;HBEFA3/PC_G_EU4;0.00;890.89;veh1796;361209114#7_1;63.95;10.97;!veh1796!var#1;12.36;veh_passenger;0.00;5788.72;2159.62
1799.00;0.00;0.00;0.00;0.00;0.00;125.76;HBEFA3/PC_G_EU4;0.00;0.00;veh1797;1163350372#0_0;58.45;33.72;!veh1797!var#1;7.70;veh_passenger;0.00;3306.64;1024.12
1799.00;164.78;2624.72;0.81;1.20;0.07;65.43;HBEFA3/PC_G_EU4;0.00;837.22;veh1798;355205036#1_1;55.94;75.95;!veh1798!var#1;0.00;veh_passenger;9.00;6223.14;2324.47
1799.00;164.77;2624.68;0.81;1.20;0.07;85.89;HBEFA3/PC_G_EU4;0.00;837.21;veh1799;1170522572#0_0;55.94;5.55;!veh1799!var#1;0.00;veh_passenger;5.00;2465.65;1495.45
1799.00;146.06;2581.18;0.72;1.16;0.06;245.69;HBEFA3/PC_G_EU4;0.00;823.33;veh1801;:1860777108_0_1;57.68;0.14;!veh1801!var#1;1.03;veh_passenger;0.00;6063.79;2264.02
1799.00;164.78;2624.72;0.81;1.20;0.07;34.22;HBEFA3/PC_G_EU4;0.00;837.22;veh1802;188044903#0_3;55.94;38.49;!veh1802!var#1;0.00;veh_passenger;29.00;4395.55;1997.34
1799.00;58.31;5475.10;0.39;2.18;0.09;42.98;HBEFA3/PC_G_EU4;0.00;1746.29;veh1803;:262467622_0_1;66.99;5.56;!veh1803!var#1;13.93;veh_passenger;0.00;4200.13;1771.05
1799.00;0.00;0.00;0.00;0.00;0.00;283.15;HBEFA3/PC_G_EU4;0.00;0.00;veh1805;-4616239#0_0;58.56;43.34;!veh1805!var#1;8.49;veh_passenger;0.00;5317.30;1281.18
1799.00;164.78;2624.72;0.81;1.20;0.07;198.30;HBEFA3/PC_G_EU4;0.00;837.22;veh1806;36892597#3_0;55.94;29.77;!veh1806!var#1;0.00;veh_passenger;92.00;3535.11;2415.72
1799.00;164.78;2624.72;0.81;1.20;0.07;38.82;HBEFA3/PC_G_EU4;0.00;837.22;veh1807;112128418#2_1;55.94;65.69;!veh1807!var#1;0.00;veh_passenger;111.00;4272.45;2444.87
1799.00;164.78;2624.72;0.81;1.20;0.07;326.65;HBEFA3/PC_G_EU4;0.00;837.22;veh1808;313195075_1;55.94;29.86;!veh1808!var#1;0.00;veh_passenger;30.00;4371.31;1844.44
1799.00;164.23;2620.60;0.81;1.20;0.07;280.85;HBEFA3/PC_G_EU4;0.00;835.91;veh1809;316869458_0;55.46;140.80;!veh1809!var#1;0.03;veh_passenger;1.00;6065.58;1466.75
1799.00;164.78;2624.72;0.81;1.20;0.07;281.14;HBEFA3/PC_G_EU4;0.00;837.22;veh1812;-1055107176#0_0;55.94;1.24;!veh1812!var#1;0.00;veh_passenger;45.00;5354.29;1664.38
1799.00;164.78;2624.72;0.81;1.20;0.07;153.68;HBEFA3/PC_G_EU4;0.00;837.22;veh1813;-46138135#0_1;55.94;153.50;!veh1813!var#1;0.00;veh_passenger;47.00;3379.16;2960.69
1799.00;164.78;2624.72;0.81;1.20;0.07;201.10;HBEFA3/PC_G_EU4;0.00;837.22;veh1815;284736594_2;55.94;27.27;!veh1815!var#1;0.00;veh_passenger;7.00;5222.73;1704.69
1799.00;158.48;2548.88;0.78;1.16;0.06;315.51;HBEFA3/PC_G_EU4;0.00;813.03;veh1816;-1055301407_0;53.45;32.75;!veh1816!var#1;0.27;veh_passenger;0.00;5347.34;2377.54
1799.00;164.78;2624.72;0.81;1.20;0.07;141.76;HBEFA3/PC_G_EU4;0.00;837.22;veh1817;82654059#1_2;55.94;42.98;!veh1817!var#1;0.00;veh_passenger;22.00;3840.34;1557.09
1799.00;0.00;1690.23;0.02;0.46;0.00;27.93;HBEFA3/PC_G_EU4;0.00;539.13;veh1818;973573912_1;62.46;4.05;!veh1818!var#1;11.51;veh_passenger;0.00;5030.06;1224.37
1799.00;164.78;2624.72;0.81;1.20;0.07;224.76;HBEFA3/PC_G_EU4;0.00;837.22;veh1820;182618037#4_1;55.94;49.70;!veh1820!var#1;0.00;veh_passenger;140.00;6162.04;3157.61
1799.00;0.00;0.00;0.00;0.00;0.00;213.66;HBEFA3/PC_G_EU4;0.00;0.00;veh1822;187103792#1_2;53.61;48.14;!veh1822!var#1;7.48;veh_passenger;0.00;4595.02;2323.36
1799.00;164.78;2624.72;0.81;1.20;0.07;224.76;HBEFA3/PC_G_EU4;0.00;837.22;veh1824;182618037#4_1;55.94;25.09;!veh1824!var#1;0.00;veh_passenger;86.00;6179.42;3175.13
1799.00;164.78;2624.72;0.81;1.20;0.07;38.82;HBEFA3/PC_G_EU4;0.00;837.22;veh1825;112128418#2_1;55.94;33.58;!veh1825!var#1;0.00;veh_passenger;74.00;4252.32;2419.86
1799.00;164.78;2624.72;0.81;1.20;0.07;259.75;HBEFA3/PC_G_EU4;0.00;837.22;veh1827;671026861#2_0;55.94;15.05;!veh1827!var#1;0.00;veh_passenger;48.00;5034.09;2717.10
1799.00;9.54;1889.93;0.08;0.58;0.01;61.25;HBEFA3/PC_G_EU4;0.00;602.82;veh1828;831694400#0_0;61.94;33.96;!veh1828!var#1;10.56;veh_passenger;0.00;3395.52;1658.83
1799.00;164.78;2624.72;0.81;1.20;0.07;191.40;HBEFA3/PC_G_EU4;0.00;837.22;veh1831;334606648#0_3;55.94;3.71;!veh1831!var#1;0.00;veh_passenger;42.00;5325.03;2200.89
1799.00;164.78;2624.72;0.81;1.20;0.07;281.12;HBEFA3/PC_G_EU4;0.00;837.22;veh1834;-1055107176#1_0;55.94;16.43;!veh1834!var#1;0.00;veh_passenger;37.00;5361.64;1662.93
1799.00;164.78;2624.72;0.81;1.20;0.07;104.91;HBEFA3/PC_G_EU4;0.00;837.22;veh1835;24992424#0_0;55.94;95.87;!veh1835!var#1;0.00;veh_passenger;6.00;4101.65;1353.53
1799.00;107.64;3783.34;0.58;1.61;0.07;2.26;HBEFA3/PC_G_EU4;0.00;1206.74;veh1836;:21669023_4_0;63.39;3.35;!veh1836!var#1;5.23;veh_passenger;0.00;1918.31;2151.23
1799.00;154.09;2574.16;0.76;1.17;0.06;245.48;HBEFA3/PC_G_EU4;0.00;821.09;veh1838;110804244#1_1;56.72;4.66;!veh1838!var#1;0.55;veh_passenger;0.00;6056.44;2260.65
1799.00;164.72;2624.33;0.81;1.20;0.07;45.32;HBEFA3/PC_G_EU4;0.00;837.10;veh1839;1113401735#1_0;55.94;34.83;!veh1839!var#1;0.00;veh_passenger;5.00;4026.31;2148.36
1799.00;0.00;0.00;0.00;0.00;0.00;50.72;HBEFA3/PC_G_EU4;0.00;0.00;veh1840;202156994#0_0;41.35;59.79;!veh1840!var#1;2.24;veh_passenger;0.00;3596.85;1796.18
1799.00;164.78;2624.72;0.81;1.20;0.07;20.97;HBEFA3/PC_G_EU4;0.00;837.22;veh1841;-1103300964#2_0;55.94;5.43;!veh1841!var#1;0.00;veh_passenger;43.00;3521.91;2367.68
1799.00;54.92;2697.52;0.31;1.03;0.03;56.65;HBEFA3/PC_G_EU4;0.00;860.41;veh1843;:29219469_1_0;61.19;0.60;!veh1843!var#1;7.70;veh_passenger;0.00;3648.00;1564.36
1799.00;164.78;2624.72;0.81;1.20;0.07;306.87;HBEFA3/PC_G_EU4;0.00;837.22;veh1844;-566764345_0;55.94;70.13;!veh1844!var#1;0.00;veh_passenger;102.00;4444.12;2358.97
1799.00;0.00;0.00;0.00;0.00;0.00;354.58;HBEFA3/PC_G_EU4;0.00;0.00;veh1845;:cluster_1769589042_8305578767_8305578768_9962290100_#1more_6_0;63.70;14.86;!veh1845!var#1;13.59;veh_passenger;0.00;2482.71;2054.49
1799.00;59.71;3167.67;0.34;1.24;0.05;85.88;HBEFA3/PC_G_EU4;0.00;1010.36;veh1846;356359316#3_0;62.23;18.28;!veh1846!var#1;8.14;veh_passenger;0.00;2034.19;731.89
1799.00;164.78;2624.72;0.81;1.20;0.07;306.86;HBEFA3/PC_G_EU4;0.00;837.22;veh1847;-173197451#1_0;55.94;30.52;!veh1847!var#1;0.00;veh_passenger;113.00;4311.18;2458.65
1799.00;164.78;2624.72;0.81;1.20;0.07;215.73;HBEFA3/PC_G_EU4;0.00;837.22;veh1848;188283090#3_3;55.94;12.56;!veh1848!var#1;0.00;veh_passenger;50.00;4927.21;2727.85
1799.00;0.00;0.00;0.00;0.00;0.00;80.18;HBEFA3/PC_G_EU4;0.00;0.00;veh1849;-1096709536#0_0;61.58;4.48;!veh1849!var#1;11.79;veh_passenger;0.00;5655.75;2815.75
1799.00;43.53;2144.19;0.24;0.77;0.02;316.48;HBEFA3/PC_G_EU4;0.00;683.92;veh1850;-4615407#1_0;60.22;45.38;!veh1850!var#1;7.70;veh_passenger;0.00;5016.52;2562.84
1799.00;164.78;2624.72;0.81;1.20;0.07;161.17;HBEFA3/PC_G_EU4;0.00;837.22;veh1851;371927739#2_0;55.94;11.79;!veh1851!var#1;0.00;veh_passenger;57.00;3527.12;2638.37
1799.00;164.78;2624.72;0.81;1.20;0.07;146.29;HBEFA3/PC_G_EU4;0.00;837.22;veh1852;373389574#1_0;55.94;22.78;!veh1852!var#1;0.00;veh_passenger;20.00;4372.87;2888.12
1799.00;164.78;2624.72;0.81;1.20;0.07;85.88;HBEFA3/PC_G_EU4;0.00;837.22;veh1853;1170522572#0_1;55.94;34.56;!veh1853!var#1;0.00;veh_passenger;28.00;2494.36;1500.73
1799.00;164.78;2624.72;0.81;1.20;0.07;306.87;HBEFA3/PC_G_EU4;0.00;837.22;veh1854;-566764345_0;55.94;77.63;!veh1854!var#1;0.00;veh_passenger;121.00;4438.12;2363.47
1799.00;94.32;4433.83;0.53;1.86;0.08;51.36;HBEFA3/PC_G_EU4;0.00;1414.20;veh1855;171826984#2_1;64.57;258.59;!veh1855!var#1;7.38;veh_passenger;0.00;3908.29;2053.58
1799.00;0.00;1871.37;0.03;0.53;0.00;85.90;HBEFA3/PC_G_EU4;0.00;596.90;veh1856;4612961#0_0;62.98;119.46;!veh1856!var#1;12.02;veh_passenger;0.00;4267.85;1337.77
1799.00;33.06;2526.04;0.21;0.90;0.02;189.05;HBEFA3/PC_G_EU4;0.00;805.71;veh1858;:cluster_1679221141_1679221142_29271704_29271705_#10more_22_0;61.92;31.97;!veh1858!var#1;9.45;veh_passenger;0.00;6794.17;1796.40
1799.00;164.78;2624.72;0.81;1.20;0.07;44.60;HBEFA3/PC_G_EU4;0.00;837.22;veh1859;154261295#2_0;55.94;18.43;!veh1859!var#1;0.00;veh_passenger;47.00;6047.47;3022.10
1799.00;164.12;2620.29;0.81;1.20;0.07;122.96;HBEFA3/PC_G_EU4;0.00;835.81;veh1860;1140689523#2_0;55.81;1.27;!veh1860!var#1;0.03;veh_passenger;2.00;4326.94;2937.73
1799.00;164.78;2624.72;0.81;1.20;0.07;281.03;HBEFA3/PC_G_EU4;0.00;837.22;veh1861;-1055107176#0_0;55.94;25.85;!veh1861!var#1;0.00;veh_passenger;81.00;5330.14;1669.09
1799.00;0.00;0.00;0.00;0.00;0.00;63.08;HBEFA3/PC_G_EU4;0.00;0.00;veh1862;-195104960#1_0;58.93;88.38;!veh1862!var#1;7.52;veh_passenger;0.00;2221.46;1914.95
1799.00;48.10;2614.48;0.28;0.98;0.03;145.98;HBEFA3/PC_G_EU4;0.00;833.92;veh1864;-176043799_0;61.30;12.38;!veh1864!var#1;8.16;veh_passenger;0.00;2006.38;2788.05
1799.00;158.16;2535.52;0.78;1.15;0.06;225.84;HBEFA3/PC_G_EU4;0.00;808.77;veh1865;155191380#0_1;52.67;35.11;!veh1865!var#1;0.27;veh_passenger;0.00;6264.63;3259.61
1799.00;0.00;0.00;0.00;0.00;0.00;320.35;HBEFA3/PC_G_EU4;0.00;0.00;veh1866;284493291#0_0;61.57;31.87;!veh1866!var#1;12.60;veh_passenger;0.00;3664.23;1793.34
1799.00;164.78;2624.72;0.81;1.20;0.07;19.54;HBEFA3/PC_G_EU4;0.00;837.22;veh1867;437325054#0_0;55.94;33.35;!veh1867!var#1;0.00;veh_passenger;14.00;2812.40;2367.26
1799.00;164.59;2623.51;0.81;1.20;0.07;189.96;HBEFA3/PC_G_EU4;0.00;836.84;veh1868;1133761589#1_1;55.91;57.81;!veh1868!var#1;0.01;veh_passenger;2.00;4152.90;3154.03
1799.00;164.78;2624.72;0.81;1.20;0.07;292.95;HBEFA3/PC_G_EU4;0.00;837.22;veh1869;318915601#1_0;55.94;7.35;!veh1869!var#1;0.00;veh_passenger;58.00;2539.19;2529.36
1799.00;164.78;2624.72;0.81;1.20;0.07;85.88;HBEFA3/PC_G_EU4;0.00;837.22;veh1870;1170522572#0_1;55.94;42.06;!veh1870!var#1;0.00;veh_passenger;30.00;2501.84;1501.26
1799.00;101.90;2277.50;0.52;0.95;0.04;357.85;HBEFA3/PC_G_EU4;0.00;726.46;veh1871;-335846074#0_0;57.48;48.08;!veh1871!var#1;3.43;veh_passenger;0.00;5370.22;2335.14
1799.00;164.78;2624.72;0.81;1.20;0.07;332.85;HBEFA3/PC_G_EU4;0.00;837.22;veh1872;312533962#2_1;55.94;67.24;!veh1872!var#1;0.00;veh_passenger;18.00;4457.82;1709.78
1799.00;63.37;2785.67;0.35;1.09;0.04;116.93;HBEFA3/PC_G_EU4;0.00;888.53;veh1873;-43087099#2_0;61.08;19.20;!veh1873!var#1;7.12;veh_passenger;0.00;4610.20;1483.84
1799.00;164.78;2624.72;0.81;1.20;0.07;338.89;HBEFA3/PC_G_EU4;0.00;837.22;veh1874;1133993738#0_3;55.94;21.40;!veh1874!var#1;0.00;veh_passenger;111.00;6562.47;2436.48
1799.00;164.77;2624.70;0.81;1.20;0.07;85.99;HBEFA3/PC_G_EU4;0.00;837.22;veh1876;320894149_1;55.94;89.65;!veh1876!var#1;0.00;veh_passenger;4.00;3317.90;2899.09
1799.00;0.00;0.00;0.00;0.00;0.00;232.15;HBEFA3/PC_G_EU4;0.00;0.00;veh1877;1132678576#0_2;44.89;21.07;!veh1877!var#1;0.61;veh_passenger;0.00;3871.42;1556.67
1799.00;61.42;2159.31;0.33;0.82;0.03;126.92;HBEFA3/PC_G_EU4;0.00;688.75;veh1879;:cluster_3836987622_3836987623_3836987625_3836987630_#1more_4_0;59.20;17.66;!veh1879!var#1;6.22;veh_passenger;0.00;3146.49;2877.22
1799.00;158.57;2539.82;0.78;1.16;0.06;280.26;HBEFA3/PC_G_EU4;0.00;810.14;veh1880;1055089222_0;52.55;33.58;!veh1880!var#1;0.25;veh_passenger;0.00;5579.71;1560.17
1799.00;0.00;0.00;0.00;0.00;0.00;280.78;HBEFA3/PC_G_EU4;0.00;0.00;veh1882;1083449370#1_0;59.80;11.46;!veh1882!var#1;9.17;veh_passenger;0.00;5883.11;1500.01
1799.00;51.87;2021.12;0.28;0.74;0.02;252.07;HBEFA3/PC_G_EU4;0.00;644.67;veh1883;-206718346#6_0;59.31;45.80;!veh1883!var#1;6.77;veh_passenger;0.00;3891.34;762.38
1799.00;81.59;3354.90;0.45;1.37;0.05;124.31;HBEFA3/PC_G_EU4;0.00;1070.08;veh1884;182690326#8_0;62.15;2.23;!veh1884!var#1;6.58;veh_passenger;0.00;4253.59;2986.22
1799.00;0.00;0.00;0.00;0.00;0.00;320.33;HBEFA3/PC_G_EU4;0.00;0.00;veh1886;284493291#0_1;50.55;61.51;!veh1886!var#1;5.75;veh_passenger;0.00;3642.92;1814.01
1799.00;164.78;2624.72;0.81;1.20;0.07;110.64;HBEFA3/PC_G_EU4;0.00;837.22;veh1887;312654705#2_0;55.94;14.35;!veh1887!var#1;0.00;veh_passenger;21.00;3983.48;2776.72
1799.00;0.00;0.00;0.00;0.00;0.00;85.85;HBEFA3/PC_G_EU4;0.00;0.00;veh1888;453379904_1;59.64;4.60;!veh1888!var#1;8.19;veh_passenger;0.00;1843.11;715.14
1799.00;164.78;2624.72;0.81;1.20;0.07;206.83;HBEFA3/PC_G_EU4;0.00;837.22;veh1889;102984483#1_0;55.94;40.44;!veh1889!var#1;0.00;veh_passenger;162.00;3977.57;2856.95
1799.00;164.65;2623.72;0.81;1.20;0.07;88.07;HBEFA3/PC_G_EU4;0.00;836.90;veh1890;717741321#8_1;55.44;12.92;!veh1890!var#1;0.01;veh_passenger;1.00;3412.35;2831.28
1799.00;164.78;2624.72;0.81;1.20;0.07;315.07;HBEFA3/PC_G_EU4;0.00;837.22;veh1891;511653653#1_0;55.94;13.09;!veh1891!var#1;0.00;veh_passenger;45.00;5439.51;2275.63
1799.00;164.78;2624.72;0.81;1.20;0.07;314.29;HBEFA3/PC_G_EU4;0.00;837.22;veh1892;-1055107176#0_0;55.94;33.35;!veh1892!var#1;0.00;veh_passenger;83.00;5324.32;1672.84
1799.00;164.78;2624.72;0.81;1.20;0.07;168.99;HBEFA3/PC_G_EU4;0.00;837.22;veh1893;371927739#4_0;55.94;31.35;!veh1893!var#1;0.00;veh_passenger;57.00;3544.55;2552.14
1799.00;5.93;2379.50;0.08;0.76;0.01;64.58;HBEFA3/PC_G_EU4;0.00;758.97;veh1894;42104389#3_1;63.54;44.87;!veh1894!var#1;12.25;veh_passenger;0.00;1494.46;2722.57
1799.00;164.78;2624.72;0.81;1.20;0.07;220.09;HBEFA3/PC_G_EU4;0.00;837.22;veh1895;187091991_0;55.94;104.62;!veh1895!var#1;0.00;veh_passenger;14.00;4662.40;2433.72
1799.00;164.77;2624.67;0.81;1.20;0.07;195.01;HBEFA3/PC_G_EU4;0.00;837.20;veh1896;1098856589_1;55.87;14.41;!veh1896!var#1;0.00;veh_passenger;13.00;4141.62;3098.62
1799.00;100.25;2861.38;0.52;1.20;0.05;327.75;HBEFA3/PC_G_EU4;0.00;912.68;veh1897;1096709262#0_1;60.36;19.49;!veh1897!var#1;4.38;veh_passenger;0.00;6254.43;2947.91
1799.00;164.78;2624.72;0.81;1.20;0.07;199.55;HBEFA3/PC_G_EU4;0.00;837.22;veh1898;335846074#1_1;55.94;52.90;!veh1898!var#1;0.00;veh_passenger;35.00;5331.45;2231.41
1799.00;0.00;0.00;0.00;0.00;0.00;85.03;HBEFA3/PC_G_EU4;0.00;0.00;veh1899;1125871619#4_1;62.41;39.46;!veh1899!var#1;12.03;veh_passenger;0.00;2244.23;1482.22
1799.00;164.78;2624.72;0.81;1.20;0.07;141.91;HBEFA3/PC_G_EU4;0.00;837.22;veh1900;:31154427_0_2;55.94;0.86;!veh1900!var#1;0.00;veh_passenger;7.00;3811.11;1594.19
1799.00;0.00;0.00;0.00;0.00;0.00;19.89;HBEFA3/PC_G_EU4;0.00;0.00;veh1901;:cluster_11343091688_1210473796_27412072_9_0;61.19;7.20;!veh1901!var#1;10.89;veh_passenger;0.00;2764.20;2240.52
1799.00;67.65;3035.80;0.38;1.20;0.04;311.60;HBEFA3/PC_G_EU4;0.00;968.30;veh1903;1144528556_0;61.62;13.50;!veh1903!var#1;7.20;veh_passenger;0.00;5517.02;2206.17
1799.00;110.43;4739.50;0.61;2.02;0.09;245.34;HBEFA3/PC_G_EU4;0.00;1511.70;veh1904;:cluster_1679221141_1679221142_29271704_29271705_#10more_2_0;65.50;8.35;!veh1904!var#1;6.55;veh_passenger;0.00;6817.59;1818.23
1799.00;164.78;2624.72;0.81;1.20;0.07;176.07;HBEFA3/PC_G_EU4;0.00;837.22;veh1905;6227654#1_0;55.94;23.47;!veh1905!var#1;0.00;veh_passenger;34.00;2428.81;2610.83
1799.00;58.61;2512.80;0.32;0.96;0.03;306.81;HBEFA3/PC_G_EU4;0.00;801.49;veh1906;-26299675#1_0;60.49;24.52;!veh1906!var#2;7.05;veh_passenger;0.00;5632.44;3134.81
1799.00;164.78;2624.72;0.81;1.20;0.07;216.22;HBEFA3/PC_G_EU4;0.00;837.22;veh1907;187111590_0;55.94;3.37;!veh1907!var#1;0.00;veh_passenger;30.00;4435.79;2111.49
1799.00;49.42;1880.25;0.27;0.67;0.02;122.61;HBEFA3/PC_G_EU4;0.00;599.74;veh1908;:cluster_21487186_3239759268_4558254719_9443073374_#1more_13_0;58.99;15.44;!veh1908!var#1;6.73;veh_passenger;0.00;3840.42;2324.14
1799.00;164.78;2624.72;0.81;1.20;0.07;13.57;HBEFA3/PC_G_EU4;0.00;837.22;veh1909;457031289_0;55.94;0.27;!veh1909!var#1;0.00;veh_passenger;115.00;4301.50;2473.28
1799.00;0.00;0.00;0.00;0.00;0.00;70.32;HBEFA3/PC_G_EU4;0.00;0.00;veh1910;1095165548#1_0;56.83;127.96;!veh1910!var#1;8.73;veh_passenger;0.00;3384.37;3286.90
1799.00;164.78;2624.72;0.81;1.20;0.07;35.19;HBEFA3/PC_G_EU4;0.00;837.22;veh1911;24540242#2_2;55.94;7.48;!veh1911!var#1;0.00;veh_passenger;13.00;4345.39;1924.96
1799.00;164.78;2624.72;0.81;1.20;0.07;198.29;HBEFA3/PC_G_EU4;0.00;837.22;veh1913;36892597#3_0;55.94;37.27;!veh1913!var#1;0.00;veh_passenger;93.00;3532.76;2408.60
1799.00;164.78;2624.72;0.81;1.20;0.07;345.75;HBEFA3/PC_G_EU4;0.00;837.22;veh1915;-1055106802#0_0;55.94;41.72;!veh1915!var#1;0.00;veh_passenger;117.00;5289.04;1715.00
1799.00;52.62;4304.67;0.34;1.70;0.07;158.97;HBEFA3/PC_G_EU4;0.00;1372.99;veh1916;8084132#7_0;64.96;42.48;!veh1916!var#1;11.34;veh_passenger;0.00;6968.84;2005.99
1799.00;164.78;2624.72;0.81;1.20;0.07;330.92;HBEFA3/PC_G_EU4;0.00;837.22;veh1918;-111251391#2_1;55.94;20.06;!veh1918!var#1;0.00;veh_passenger;12.00;5011.20;2687.73
1799.00;0.00;0.00;0.00;0.00;0.00;85.11;HBEFA3/PC_G_EU4;0.00;0.00;veh1920;340498982#0_0;59.58;111.18;!veh1920!var#1;9.30;veh_passenger;0.00;2933.89;1545.40
1799.00;164.78;2624.72;0.81;1.20;0.07;176.37;HBEFA3/PC_G_EU4;0.00;837.22;veh1921;374734389#3_1;55.94;75.50;!veh1921!var#1;0.00;veh_passenger;53.00;2455.56;2304.98
1799.00;163.31;2608.62;0.80;1.20;0.07;25.96;HBEFA3/PC_G_EU4;0.00;832.09;veh1922;284961748#1_0;53.92;21.04;!veh1922!var#1;0.06;veh_passenger;1.00;5194.53;1560.62
1799.00;164.78;2624.72;0.81;1.20;0.07;245.20;HBEFA3/PC_G_EU4;0.00;837.22;veh1923;345816100_1;55.94;50.52;!veh1923!var#1;0.00;veh_passenger;8.00;6296.33;2369.67
1799.00;120.24;8108.07;0.74;3.45;0.16;61.40;HBEFA3/PC_G_EU4;0.00;2586.08;veh1924;344594961_0;69.55;28.43;!veh1924!var#1;12.75;veh_passenger;0.00;4154.34;1752.15
1799.00;58.14;5627.08;0.40;2.24;0.10;86.02;HBEFA3/PC_G_EU4;0.00;1794.77;veh1925;339201217_0;67.30;7.26;!veh1925!var#1;14.50;veh_passenger;0.00;3168.37;1565.13
1799.00;164.74;2624.48;0.81;1.20;0.07;167.84;HBEFA3/PC_G_EU4;0.00;837.15;veh1926;440061668#0_0;55.88;29.24;!veh1926!var#1;0.00;veh_passenger;3.00;6920.87;1312.72
1799.00;0.00;0.00;0.00;0.00;0.00;204.84;HBEFA3/PC_G_EU4;0.00;0.00;veh1927;328426230#1_0;47.88;6.69;!veh1927!var#1;4.39;veh_passenger;0.00;4707.23;691.81
1799.00;164.78;2624.72;0.81;1.20;0.07;35.61;HBEFA3/PC_G_EU4;0.00;837.22;veh1928;1057633429#0_1;55.94;2.83;!veh1928!var#1;0.00;veh_passenger;4.00;5682.17;1948.63
1799.00;0.00;0.00;0.00;0.00;0.00;85.68;HBEFA3/PC_G_EU4;0.00;0.00;veh1929;-326116285#4_1;58.94;47.78;!veh1929!var#1;8.22;veh_passenger;0.00;2198.14;1338.71
1799.00;164.78;2624.72;0.81;1.20;0.07;181.23;HBEFA3/PC_G_EU4;0.00;837.22;veh1930;:493646901_0_3;55.94;3.91;!veh1930!var#1;0.00;veh_passenger;40.00;5325.38;2208.02
